geoid20,district_id,assign_method
320279601002217,014,centroid
320079517002113,019,centroid
320079517002144,019,centroid
320079517002141,019,centroid
320079517002115,019,centroid
320079517002467,019,centroid
320079517002830,014,centroid
320079517002289,019,centroid
320130106001216,014,centroid
320130106001390,014,centroid
320079517002241,014,centroid
320079517001000,014,centroid
320239602001040,019,centroid
320079517002617,019,centroid
320239805001057,019,centroid
325100008003024,016,centroid
320079516001145,019,centroid
320179502002194,019,centroid
320079517002532,019,centroid
320130105011421,014,centroid
320079517002594,019,centroid
320079517002238,014,centroid
320079517002237,014,centroid
320079517002326,019,centroid
320130105011106,014,centroid
320130106002025,014,centroid
320079515003510,019,centroid
320079517003155,019,centroid
320130106001004,014,centroid
320079517002444,019,centroid
320050023001104,017,centroid
320079515003566,019,centroid
320079507021531,019,centroid
320030056151013,020,centroid
320130105012371,014,centroid
320079516001079,019,centroid
320079517001084,014,centroid
320239805001048,019,centroid
320099501001194,017,centroid
320339701001013,019,centroid
320079517001088,014,centroid
320079517002205,014,centroid
320130105012693,014,centroid
320079517003056,019,centroid
320079515003049,019,centroid
320079517002394,019,centroid
320179502001026,019,centroid
320079517002005,019,centroid
320030056151021,020,centroid
320079517002046,019,centroid
320079507021106,014,centroid
320310026111012,014,centroid
320079515003490,019,centroid
320079515003123,019,centroid
320079517002440,019,centroid
320219708001248,017,centroid
320019501001115,017,centroid
320030076002041,020,centroid
320079515003413,019,centroid
320110001001153,019,centroid
320079515002083,019,centroid
320239805001004,019,centroid
320079517002478,019,centroid
320239603002006,019,centroid
320030076003116,020,centroid
320130106001146,014,centroid
320079517003151,019,centroid
320130105011122,014,centroid
320079515003251,019,centroid
320319901000005,014,centroid
320079515003005,019,centroid
320079507021532,019,centroid
320310035011041,014,centroid
320079517002025,019,centroid
320019501001016,017,centroid
320310023021062,015,centroid
320199602062031,017,centroid
320219708001211,017,centroid
320310025001018,015,centroid
320079515003116,019,centroid
320079517002646,019,centroid
320079517002424,019,centroid
320079507021094,019,centroid
320079517002311,019,centroid
320079507021089,019,centroid
320019501001211,017,centroid
320030057032220,020,centroid
320079512021022,019,centroid
320019507001046,017,centroid
320239603001006,019,centroid
320130106002064,014,centroid
320130105011370,014,centroid
320079517002385,019,centroid
320099501001100,017,centroid
320219708002044,017,centroid
320299702001106,016,centroid
320079517003045,019,centroid
320030057023004,020,centroid
320019506001061,017,centroid
320339701001242,019,centroid
320030056134119,020,centroid
320219707003025,017,centroid
320179502001025,019,centroid
320179501001093,019,centroid
320179502002198,019,centroid
320310026183015,014,centroid
320239601002629,017,centroid
320239602001254,019,centroid
320199601031072,017,centroid
320319402001151,014,centroid
320310026111003,014,centroid
320239601001438,017,centroid
320079515002041,019,centroid
320310025002021,015,centroid
320310023021037,015,centroid
320079502001134,019,centroid
320179501001074,019,centroid
320019501001129,017,centroid
320310035011008,014,centroid
320079517002337,014,centroid
320179502001010,019,centroid
320339702004154,019,centroid
320030076003105,020,centroid
320019505002028,017,centroid
320019501001130,017,centroid
320030076003022,020,centroid
320030076001013,020,centroid
320079512021317,019,centroid
320339701001404,019,centroid
320339701001071,019,centroid
320130106001244,014,centroid
320130106001387,014,centroid
320239601001025,017,centroid
320079507021075,014,centroid
320079517002133,019,centroid
325100008003015,016,centroid
320130106001397,014,centroid
320079516001078,019,centroid
320079514042091,019,centroid
320019501001165,017,centroid
320079507021067,019,centroid
320079517002700,019,centroid
325100003002018,016,centroid
320079516001146,019,centroid
320339701001121,019,centroid
320030076002049,020,centroid
320079512021190,019,centroid
320079517002429,019,centroid
320050023002012,017,centroid
320079515003514,019,centroid
320219707002003,017,centroid
320130105011394,014,centroid
320079502001066,019,centroid
320079517002218,014,centroid
320079517001002,014,centroid
320079515002045,019,centroid
325100010021065,016,centroid
320079512021143,019,centroid
320130106001085,014,centroid
320339701001289,019,centroid
320079512021208,019,centroid
320130105012072,014,centroid
325100008003012,016,centroid
320079512021090,019,centroid
320059900000002,017,centroid
320339701001041,019,centroid
320079517002244,014,centroid
320130106001400,014,centroid
320019501001116,017,centroid
320079517002030,019,centroid
320130106001203,014,centroid
320239602001260,019,centroid
320079517002792,019,centroid
320079507021525,019,centroid
320030076002043,020,centroid
320219708001192,017,centroid
320079517003049,019,centroid
